"Status Code/Type"	"Row Name"	"Run #"	A	B	C	D	Diameter	E	F	G	H	Hole_Elem_Num	postFailTSAIW_CF	"Design Feasibility"	"Objective and Penalty"	"Objective Function"	"Penalty Function"
OK	Optimization[1]/Subflow[24]	24	70.67078175163863	75.75214025569485	27.366980688888717	-18.84337556221402	6	-39.43127259986511	38.65774207296292	75.04753537252927	73.30244613976595	30	3.31290054321	7	3.31290054321	3.31290054321	0
OK	Optimization[1]/Subflow[25]	25	81.8479813339097	53.63916341115217	24.72240719744579	-21.428764717214435	6	-58.51929453856939	11.82054913591982	16.494548201987186	64.84883314075387	30	2.53413462639	7	2.53413462639	2.53413462639	0
OK	Optimization[1]/Subflow[26]	26	63.318009963428295	43.94923869600393	-30.70851610162417	-8.938940597991206	6	-43.240298649318255	20.750319641278935	75.631108416827	73.46068925198324	30	2.199198246	9	2.199198246	2.199198246	0
OK	Optimization[1]/Subflow[27]	27	62.9487890961266	46.51938749397419	33.44972936876441	-0.1545536109860279	6	-25.342752878282866	34.64580573857293	61.04423154444984	13.014008957395731	30	3.01990818977	7	3.01990818977	3.01990818977	0
OK	Optimization[1]/Subflow[28]	28	68.18053640847296	26.388473720462642	20.43687083553587	-25.581214540258117	6	-38.49480145180753	30.91173520128983	18.26578134484717	68.61106769789012	30	1.41164875031	9	1.41164875031	1.41164875031	0
OK	Optimization[1]/Subflow[29]	29	43.29871795965266	82.89025045443978	-13.322503640301562	-4.386954666576543	6	-39.24246700915454	32.826212260607434	42.48999407343288	61.33624502622661	30	2.14368772507	7	2.14368772507	2.14368772507	0
OK	Optimization[1]/Subflow[30]	30	84.84328256055929	45.936515586532295	26.50144397608898	16.705702756637095	6	-12.316922868524742	23.251898000787648	65.59839088408424	72.7699736814362	30	4.48614597321	7	4.48614597321	4.48614597321	0
OK	Optimization[1]/Subflow[31]	31	68.10752908521431	-6.64006564286818	36.04116501551903	-11.13480975069703	6	-36.63976813332048	21.735914913358314	17.82093613596156	60.099522271234946	30	1.66051840782	7	1.66051840782	1.66051840782	0
OK	Optimization[1]/Subflow[32]	32	72.88040920528454	15.311783903439945	22.275009527359686	-21.945746369921295	6	-37.92365611260141	30.49495390654542	58.59398683889805	68.45799171341844	30	2.58681082726	7	2.58681082726	2.58681082726	0
OK	Optimization[1]/Subflow[33]	33	67.67430617654725	2.1428867172744077	-15.441927948013387	11.082835545532205	6	-36.43170831598556	-24.164535668114908	27.47087469561768	-24.291522096418944	30	10.7559642792	7	10.7559642792	10.7559642792	0
OK	Optimization[1]/Subflow[34]	34	75.55154183397289	62.109600038798874	25.666164708476202	-18.5311876829886	6	-39.10918292876656	33.37561501492169	56.58724063171417	71.08517514616253	30	3.53311634064	7	3.53311634064	3.53311634064	0
OK	Optimization[1]/Subflow[35]	35	79.79124286076319	35.0421620236026	20.923959148731143	-25.932238190558465	6	-45.331339730236536	15.926579130985559	26.609178879822437	69.41379424825476	30	1.82884764671	7	1.82884764671	1.82884764671	0
OK	Optimization[1]/Subflow[36]	36	66.85772305967268	27.31372895973685	-25.625359095816236	-12.60896799990833	6	-30.05670126858979	27.38966800187555	27.403903040480742	73.3790876307132	30	1.89054656029	7	1.89054656029	1.89054656029	0
OK	Optimization[1]/Subflow[37]	37	66.36172556522868	39.52191915131377	27.23389296715939	-11.862755416969108	6	-32.65634308991223	32.362591127138785	51.888661203216714	62.879802951862416	30	3.12099790573	7	3.12099790573	3.12099790573	0
OK	Optimization[1]/Subflow[38]	38	66.22594337453614	18.184480431040527	21.333804560993073	-25.248149637098734	6	-38.70971299260388	24.779747471668657	20.924323319717928	70.98147691809677	30	1.45985686779	7	1.45985686779	1.45985686779	0
OK	Optimization[1]/Subflow[39]	39	55.66441384097678	47.60012187111633	-1.7959969222577996	-0.7165264304515659	6	-34.31677877161636	35.4337614633658	30.4808665329724	69.52581979812345	30	1.90132689476	7	1.90132689476	1.90132689476	0
OK	Optimization[1]/Subflow[40]	40	73.77667298410796	48.892369631187734	21.488214542179804	-16.646466987100723	6	-28.477838088490245	22.234872251341784	33.72487553311318	70.46256404329097	30	2.69528269768	7	2.69528269768	2.69528269768	0
OK	Optimization[1]/Subflow[41]	41	68.19010437075963	16.37829119580033	27.019068234469756	-22.164867285091532	6	-37.31153991185103	26.31575588353641	18.60878890172279	63.651983967521716	30	1.2211073637	9	1.2211073637	1.2211073637	0
OK	Optimization[1]/Subflow[42]	42	72.59032484297975	6.7114315828337965	19.437383260569717	-1.3756187033625338	6	-38.09868478193295	34.08297469115554	33.514961733744315	68.36432249028562	30	2.16639113426	7	2.16639113426	2.16639113426	0
OK	Optimization[1]/Subflow[43]	43	64.04449642460708	10.812505400124621	-0.6038889184353877	-0.6223690465991325	6	11.028133578209875	-38.07020702721572	17.666471302990203	-41.58162542244648	30	10.0159759521	7	10.0159759521	10.0159759521	0
OK	Optimization[1]/Subflow[44]	44	77.9147642941725	58.977873539113915	23.18667986271224	-32.16110299740244	6	-41.44778015692604	37.30286465043328	42.207983910964	71.06493736557158	30	4.80995082855	7	4.80995082855	4.80995082855	0
OK	Optimization[1]/Subflow[45]	45	79.3396999762879	30.703987471593564	19.79043437349361	-26.603810821518486	6	-40.060035920914515	18.121703291940108	27.09176421168823	76.12556488210703	30	1.59096229076	7	1.59096229076	1.59096229076	0
OK	Optimization[1]/Subflow[46]	46	68.72464289219036	23.93057633660925	7.247999201980647	-13.465168251033361	6	-27.73405638273053	29.40780675685896	13.05180393712935	69.5161426219305	30	1.6999464035	7	1.6999464035	1.6999464035	0
OK	Optimization[1]/Subflow[47]	47	67.28792331939044	39.603049255738995	27.533730338273514	-16.81373988887404	6	-37.311740654004794	32.26544058382483	49.60487593555075	62.068044950379374	30	3.16082978249	7	3.16082978249	3.16082978249	0
OK	Optimization[1]/Subflow[48]	48	67.20552332473719	31.121335087692202	21.24912755034393	-25.28200796348601	6	-38.491434563915035	31.63510728963331	18.207553150473117	69.36285323898966	30	1.50645768642	7	1.50645768642	1.50645768642	0
OK	Optimization[1]/Subflow[49]	49	61.910864848673214	25.48482292399146	19.01474326428908	-10.50994613045674	6	-34.10111877475866	34.26790725805179	20.224581178966375	70.63824882157633	30	1.33611953259	7	1.33611953259	1.33611953259	0
OK	Optimization[1]/Subflow[50]	50	71.07552447959716	39.486896503728076	20.014887797346134	-30.234398919209752	6	-37.22955117506606	25.51067135512335	22.446739712528313	69.15993818994542	30	1.80499684811	7	1.80499684811	1.80499684811	0
OK	Optimization[1]/Subflow[51]	51	68.20661942786867	20.98196256353404	25.214648878259922	-24.37087879197044	6	-37.44589426755713	27.23172407757204	18.766359454875044	64.36247630677909	30	1.3467066288	7	1.3467066288	1.3467066288	0
OK	Optimization[1]/Subflow[52]	52	71.40639900153451	7.720182332106646	19.858322280553168	-1.3459133611536345	6	-37.136313870644344	34.77499826715466	15.715965238238468	67.23539295448532	30	1.80620884895	7	1.80620884895	1.80620884895	0
OK	Optimization[1]/Subflow[53]	53	61.73141573940097	-19.003780190046356	-2.2536302818734697	17.025147922397196	6	-7.646362584299652	-11.049093540158665	23.590254522453534	27.656417448441104	30	7.37186050415	7	7.37186050415	7.37186050415	0
OK	Optimization[1]/Subflow[54]	54	75.13320971383277	81.57658079592397	24.929156139924515	-33.19950812042601	6	-40.39292025985954	34.59360532934603	46.73259223056874	69.86841594274992	30	3.6507461071	7	3.6507461071	3.6507461071	0
OK	Optimization[1]/Subflow[55]	55	73.43507296917397	19.532827190012142	31.86280981381381	-23.571057983553544	6	-37.64673601701382	24.02448978398644	24.77212201408004	66.72432460772839	30	1.44397079945	7	1.44397079945	1.44397079945	0
OK	Optimization[1]/Subflow[56]	56	68.74737642483097	19.037106557105815	19.385835594802444	-18.533649677407467	6	-33.73749146690586	28.211844788412222	13.992984550351878	67.69088222153482	30	1.28782641888	7	1.28782641888	1.28782641888	0
OK	Optimization[1]/Subflow[57]	57	66.04287231381463	29.72947005999501	29.221810581654424	-11.996724107373495	6	-28.237293169318775	30.635383122416272	51.26343034403942	46.475739859671535	30	2.21700692177	7	2.21700692177	2.21700692177	0
OK	Optimization[1]/Subflow[58]	58	68.16282584758866	21.874466122436658	24.560852530955756	-24.073923270134088	6	-38.10933177243355	30.577177641800887	17.98344503308904	68.00299077940417	30	1.37477254868	7	1.37477254868	1.37477254868	0
OK	Optimization[1]/Subflow[59]	59	63.614445565859626	14.77771901836499	23.623653779276495	-12.567726704919693	6	-36.106529825414846	31.010218058246352	17.740242425240197	66.15066318532959	30	1.27160656452	7	1.27160656452	1.27160656452	0
OK	Optimization[1]/Subflow[60]	60	68.43035667281151	17.401401736536627	24.43757344791601	-27.226772256846168	6	-39.02264562338872	26.783966997191584	17.141025200958538	65.781743516805	30	1.27862000465	7	1.27862000465	1.27862000465	0
OK	Optimization[1]/Subflow[61]	61	68.19577233341107	16.560911622106275	27.817940166392972	-20.972481355234876	6	-37.368501166762734	26.153471802926134	18.70731870818993	64.24360631264565	30	1.22644138336	7	1.22644138336	1.22644138336	0
OK	Optimization[1]/Subflow[62]	62	70.3027346202355	10.246137630164498	20.193003421832728	-8.393952899645527	6	-37.01554280505357	33.56670406367135	14.680091964557064	63.95662633158747	30	1.61536002159	7	1.61536002159	1.61536002159	0
OK	Optimization[1]/Subflow[63]	63	61.99493064901941	-9.497868691617441	1.3965295225434602	21.097767163784425	6	-1.138234305405092	-36.799964045534196	25.246833606051155	20.56462317725331	30	5.56744623184	7	5.56744623184	5.56744623184	0
OK	Optimization[1]/Subflow[64]	64	75.55412569742992	45.36024013595633	26.57326291423057	-26.439826758929826	6	-40.481662332225255	32.314365730728724	65.2355822388196	70.40534992808199	30	4.14936637878	7	4.14936637878	4.14936637878	0
OK	Optimization[1]/Subflow[65]	65	68.60823876970264	15.363651013456689	34.969672925134645	-22.659997844783163	6	-37.020117434336186	25.391769962463982	20.87246174394612	63.65034481434981	30	1.3395357132	7	1.3395357132	1.3395357132	0
OK	Optimization[1]/Subflow[66]	66	68.74054449331584	16.1416416382435	24.457203682765112	-20.758482041360168	6	-37.213459622450465	27.84786741392736	18.253854767105437	66.37599972394284	30	1.25983726978	7	1.25983726978	1.25983726978	0
OK	Optimization[1]/Subflow[67]	67	67.3276597832157	22.60688569857821	29.39061328977847	-18.983922517382652	6	-33.85228534394947	27.55437731504165	31.32307687843378	58.65931030337936	30	1.85265541077	7	1.85265541077	1.85265541077	0
OK	Optimization[1]/Subflow[68]	68	68.3558701608018	15.635342546274615	27.12447510576507	-23.565725776372787	6	-37.865628267774774	32.505221656352006	18.0050983389455	65.22196114669734	30	1.34798407555	7	1.34798407555	1.34798407555	0
OK	Optimization[1]/Subflow[69]	69	65.03351626461762	13.966986146957126	26.34957097945039	-20.917244899036305	6	-36.62482535908109	29.85281550113504	17.951772254026267	64.38336607462054	30	1.28580582142	7	1.28580582142	1.28580582142	0
OK	Optimization[1]/Subflow[70]	70	67.86782520933465	12.354687170415062	26.993606746525302	-22.30908250846973	6	-38.53410751751972	26.90332004001334	16.735157177179275	65.04934388245132	30	1.25936222076	7	1.25936222076	1.25936222076	0
OK	Optimization[1]/Subflow[71]	71	68.18965855956083	15.603891730352458	28.1728933686815	-20.890386223284324	6	-37.322387007365556	26.04301588236254	18.55974374560482	63.694278902175796	30	1.21696031094	9	1.21696031094	1.21696031094	0
OK	Optimization[1]/Subflow[72]	72	69.54854573735952	10.815071002242476	26.309942571867666	-11.60370902624058	6	-37.15441880735514	30.940424373761047	16.351883517420987	69.54961932026848	30	1.34345042706	7	1.34345042706	1.34345042706	0
OK	Optimization[1]/Subflow[73]	73	64.52121523475512	6.7769576515982095	-8.126321334174094	12.309962919428557	6	6.920414224898238	-24.502728188171034	20.558722368049004	-57.26153366949362	30	5.40059661865	7	5.40059661865	5.40059661865	0
OK	Optimization[1]/Subflow[74]	74	72.7441281529033	37.06184428248547	26.172501279795526	-26.358995407777726	6	-41.14072689476995	35.921231533268426	64.78347449741392	70.07622453079586	30	4.01527738571	7	4.01527738571	4.01527738571	0
OK	Optimization[1]/Subflow[75]	75	67.32324488333188	14.961378682943078	32.36835308031543	-22.11645875368174	6	-37.12835831860497	25.765767787452646	19.26628000398877	63.03596747864188	30	1.26916980743	7	1.26916980743	1.26916980743	0
OK	Optimization[1]/Subflow[76]	76	69.05328483758015	15.647838006408719	26.540856736071788	-21.72355695443477	6	-37.98839264617785	27.57089671475366	20.262940839029795	65.0419765244965	30	1.33843040466	7	1.33843040466	1.33843040466	0
OK	Optimization[1]/Subflow[77]	77	67.76845075436154	19.883490066205212	27.539117187346662	-22.052565191251617	6	-35.32522201144024	26.813169193164114	20.53514605709448	62.88014972647974	30	1.28591406345	7	1.28591406345	1.28591406345	0
OK	Optimization[1]/Subflow[78]	78	68.29950973922192	14.693538703951859	27.596238009671538	-22.24264389423945	6	-37.66988815580566	28.90547091442707	18.460420436499007	63.67942447584787	30	1.28282487392	7	1.28282487392	1.28282487392	0
OK	Optimization[1]/Subflow[79]	79	65.90029085445605	14.593434227857003	26.260376404433458	-20.81545799158718	6	-36.86850130221478	30.209556176245826	17.884369111047988	65.38036634427749	30	1.29935121536	7	1.29935121536	1.29935121536	0
OK	Optimization[1]/Subflow[80]	80	67.8689351802463	12.819622784126935	27.50730096909207	-21.231657793855888	6	-37.93786100181134	26.77912774184395	17.175350699342516	64.36602195096884	30	1.23565268517	7	1.23565268517	1.23565268517	0
OK	Optimization[1]/Subflow[81]	81	68.18843580479077	15.412487752001695	28.243884009139208	-20.873967196894213	6	-37.313164175486115	26.020924698249814	18.530228753087798	63.58441342008183	30	1.21513223648	9	1.21513223648	1.21513223648	0
OK	Optimization[1]/Subflow[82]	82	69.00186033291516	13.209449998480181	28.56153325985683	-13.914522299721384	6	-37.28521958895492	28.562224015018515	18.568004593061588	75.40397294602204	30	1.47859561443	7	1.47859561443	1.47859561443	0
OK	Optimization[1]/Subflow[83]	83	63.65305058565073	-34.20185939685683	-2.246065117525987	18.619510755312064	6	-14.505346692734477	-43.645916175391775	22.393243580798625	2.5856449290599386	30	9.99588871002	7	9.99588871002	9.99588871002	0
OK	Optimization[1]/Subflow[84]	84	70.13867077958213	65.88808364372463	26.809522660368614	-29.726384545477536	6	-40.92086009800766	36.39372714398861	56.76772744483873	67.58693954914489	30	4.22574520111	7	4.22574520111	4.22574520111	0
OK	Optimization[1]/Subflow[85]	85	67.18396673510674	15.316407699322824	30.051810548781717	-21.288998627613125	6	-37.3025911785912	25.900145205236484	18.314396286730883	62.97548141074509	30	1.2145601511	9	1.2145601511	1.2145601511	0
OK	Optimization[1]/Subflow[86]	86	68.9433891930504	15.566161262653083	27.048004119740327	-20.80453724112965	6	-37.29025913821934	27.40892381895398	17.70706786054106	65.5009493164631	30	1.23290300369	7	1.23290300369	1.23290300369	0
OK	Optimization[1]/Subflow[87]	87	67.87716182339634	17.2780436837224	27.682087037021446	-21.649938755417523	6	-36.84589870707581	26.61084903836911	18.342288057418017	64.01823196410285	30	1.24101579189	7	1.24101579189	1.24101579189	0
OK	Optimization[1]/Subflow[88]	88	68.25939885202894	15.257164145568595	27.947875023419158	-21.644649176083362	6	-37.424382638407415	27.641254862516178	22.36429207452221	63.37830087119437	30	1.39227426052	7	1.39227426052	1.39227426052	0
OK	Optimization[1]/Subflow[89]	89	66.78853374953613	15.54645707397465	27.121203920182722	-16.462310248338326	6	-36.71738787188131	27.18864946813744	17.972757299863645	66.63409473179249	30	1.27904510498	7	1.27904510498	1.27904510498	0
OK	Optimization[1]/Subflow[90]	90	67.95685183308393	13.768054194518328	27.703121478534285	-20.9614602411215	6	-37.70845037843479	26.568975301387283	18.07984002393411	63.820990591666686	30	1.23734664917	7	1.23734664917	1.23734664917	0
OK	Optimization[1]/Subflow[91]	91	67.86964615813383	15.334644211728076	29.00439990040104	-21.13819737487792	6	-37.31092960779198	25.956112723706923	18.337088655012423	63.18061545219388	30	1.20827805996	9	1.20827805996	1.20827805996	0
